shift_id,category,note
S100584,routine_or_unclear,"still on site, reelief was suppose to come 06:00"
S101099,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S105363,relief_no_show,"uJacobs akezanga namhlanje, ngimele yena"
S103710,handover_delay,shift handover delayed by 20 min
S108037,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S105002,client_request,Clint requsted deep clean before the audit - approved
S100043,routine_or_unclear,nothing to report
S102847,client_request,etxra hrs approved by client for the event setup
S106613,routine_or_unclear,sharp
S105431,relief_no_show,stood in for Nkosi
S107244,handover_delay,"waited 25 min for handover, OB book not signed"
S107699,routine_or_unclear,no incidents
S106140,routine_or_unclear,sharp
S106965,routine_or_unclear,"requested by centre maangement for load in, signed off"
S108481,routine_or_unclear,ntr
S106021,client_request,Client asked for extra patrol after the break-in Tuesdaay
S107465,routine_or_unclear,fine
S104653,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S103535,routine_or_unclear,all quiet
S101987,routine_or_unclear,quiet shift
S108585,routine_or_unclear,"worked through, Adams at the clinic"
S108003,relief_no_show,"covering Hendrricks post, no show no call"
S108898,relief_no_show,"ujacobs akezanga namhlanje, ngimele yena"
S100600,routine_or_unclear,Covering for Mavuso - booked off sick
S102555,routine_or_unclear,"gedek vir molefe, siek gemeld.."
S104010,routine_or_unclear,"took Ndlovu shift as well, 2 psots 1 guard"
S103664,routine_or_unclear,.
S100894,client_request,"cliennt says stay till 6, dont know if office approved.."
S109246,routine_or_unclear,fine
S103010,client_request,Centre mgr requested additional cover for stocktake..
S102008,routine_or_unclear,"worked through, Naidoo at the clinic"
S106263,routine_or_unclear,"gate motor failed, manned it by hand till 06:00"
S100576,relief_no_show,Covered for Mokoena agn - 3rd time this month
S100488,routine_or_unclear,fine
S107977,routine_or_unclear,"late hanover, wating on paperwork"
S100274,routine_or_unclear,n/a
S103348,client_request,Centre manager requested additional cover for stocktake
S103560,routine_or_unclear,all good
S103409,relief_no_show,covered for khumalo again - 3rd time this month
S108084,handover_delay,"late handover, waiting on paperwork"
S102102,routine_or_unclear,as per normal
S102296,routine_or_unclear,n/a
S102234,routine_or_unclear,no incidents
S106403,routine_or_unclear,"took molefe shift as well, 2 posts 1 guard"
S102186,relief_no_show,relief no show AGAIN
S104964,client_request,"client says stay till 06h00, dont know if office approved"
S105846,routine_or_unclear,"Cele absent, took her rounds as well"
S108065,relief_no_show,"Jacobs didnt come in, covered the post"
S107516,routine_or_unclear,
S105839,handover_delay,"late handover, waiting on paperwork"
S105619,routine_or_unclear,sharp
S102607,client_request,extra hours approved by client for the eent setup..
S101094,routine_or_unclear,.
S108677,client_request,"stocktake ran over, client asked us to remain, they know they pay for it.."
S103485,routine_or_unclear,nothing to report
S102391,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S106343,routine_or_unclear,ntr
S100444,routine_or_unclear,quiet shift
S103629,routine_or_unclear,quiet shift
S102490,routine_or_unclear,all fine
S107573,routine_or_unclear,-
S106955,relief_no_show,maluleke off sick. again. covered.
S102351,handover_delay,"handover late again, keys missing"
S107970,relief_no_show,Covered for Fourie again - 3rd time this month
S102872,routine_or_unclear,.
S103390,relief_no_show,Mavuso off sick. again. covered.
S103663,relief_no_show,Next sift guuard did not pitch. Had to cover
S108607,routine_or_unclear,ok
S107110,routine_or_unclear,"double duty today, Maluleke on family responsibility leave"
S108272,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly.."
S101015,relief_no_show,"waited for relief, nobody caem throuhg"
S105970,equipment_failure,"generator fault, stayed to monitor"
S102398,routine_or_unclear,fine
S100890,relief_no_show,COVERED FOR FOURIE AGAIN - 3RD TIME THIS MONTH
S108525,routine_or_unclear,.
S101514,relief_no_show,"control room says relief coming, nobody came"
S103076,relief_no_show,"stlil on site, relief was suppose to comme 6am"
S106703,client_request,Client asked for extra patrol affter the break-in Tuesday
S105099,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06:00"
S101736,routine_or_unclear,"tok bothha shift as wlel, 2 posts 1 guard"
S100768,handover_delay,"handover late agn, keys missing"
S103771,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S108483,routine_or_unclear,Covering for Molefe - booked off sick
S107757,routine_or_unclear,
S100188,routine_or_unclear,"worked through, Wyk at the clinic"
S102703,routine_or_unclear,as per normal
S100541,routine_or_unclear,n/a
S103562,handover_delay,"waitde 40 min for handover, OB book not signed"
S109114,routine_or_unclear,Covering for Sibiya - booked off sick
S100401,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S107329,relief_no_show,"covering jacobs post, no show no call"
S106542,relief_no_show,"covering Ndlovu post, no show no call"
S106384,client_request,Centre manager requested additional cover for stocktake
S108050,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S104560,relief_no_show,"still on site, relief was suppose to come 06h00"
S104444,relief_no_show,"relief only arrived six, stayed until then"
S101563,relief_no_show,Mokoena off sick. again. covered.
S107377,routine_or_unclear,sharp
S105447,routine_or_unclear,all fine
S109353,relief_no_show,"FOURIE DIDNT COME IN, COVERED THE POST"
S103389,handover_delay,shift handover delayed by 25 min
S100108,routine_or_unclear,niks om te rapporteer nie
S108169,client_request,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S105080,client_request,"client says stay till 6am, dont know if office approved"
S108856,relief_no_show,no relief. stayed. someone must please sort the roster
S105331,relief_no_show,"tshabalala didnt come in, covered the post"
S105996,routine_or_unclear,akukho lutho
S106246,client_request,"extra patrol per client email, approved by office"
S109266,relief_no_show,stood in for Jacobs
S103118,client_request,KLIENT HET EKSTRA URE GEVRA VIR STOCKTAKE
S103564,client_request,Client asked for extra patrol after the break-in Tuesday
S106895,relief_no_show,COVERED FOR NAIDOO AGAIN - 3RD TIME THIS MONH
S104664,routine_or_unclear,"gate motor failed, manned it by hand till 6am"
S104110,relief_no_show,"Mahlangu didnt come in, covvered the post"
S102815,client_request,Client requested deep clean before the audit - approved..
S106531,relief_no_show,reliief no show AGAIN
S105761,routine_or_unclear,"scrubber broke down, had to do the floor manually !"
S104827,routine_or_unclear,fine
S109104,relief_no_show,"covering ncobo post, no show no call"
S101256,routine_or_unclear,no incidents
S108577,routine_or_unclear,fine
S107482,relief_no_show,"covering tshabalala post, no show no call"
S102168,routine_or_unclear,"requested by centre management for load in, signed off"
S108588,relief_no_show,"Mokoena didnt come in, covered the post"
S102903,routine_or_unclear,fine
S107590,routine_or_unclear,
S107990,relief_no_show,Next shift guard did not pitch. Had to cover.
S104917,client_request,"client wantde extra man on the gate for the event, approved"
S106054,routine_or_unclear,n/a
S106651,relief_no_show,"covering mavuso post, no show no call"
S105903,routine_or_unclear,n/a
S108918,routine_or_unclear,"gate motor failed, manned it by hand till six"
S103566,routine_or_unclear,fine
S100580,routine_or_unclear,"scrubber broke down, had to do the floor manually !"
S102756,routine_or_unclear,no incidents
S108062,relief_no_show,"uBotha akezanga namhlanje, ngimele yena"
S102048,routine_or_unclear,all quiet
S101479,relief_no_show,stood in for mavuso !
S100486,routine_or_unclear,"waited for relif, noody came through"
S100254,client_request,klient het ekstra ure gevra vir stocktake
S103600,routine_or_unclear,"requested by centre management for load in, signed off"
S109196,routine_or_unclear,ok
S104748,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6.."
S104029,handover_delay,"handover late again, keys missing"
S107997,handover_delay,"waited 25 min for handover, OB book not signed"
S101101,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S106368,routine_or_unclear,"took Mthembu sift as well, 2 posts 1 guard"
S100650,handover_delay,"hanodver late again, keys missing"
S102313,routine_or_unclear,"scrubber broke dow, had to do the floor manually"
S105832,relief_no_show,no relief. stayed. someone must pleasse sort the roster
S106260,routine_or_unclear,"Fourie absent, took her rounds as well"
S102468,routine_or_unclear,"gedek vir Sibiya, siek gmeld !"
S103572,relief_no_show,"still on site, relief was suppose to come 6am"
S105038,relief_no_show,"covering Khumalo poost, no show no call"
S108041,relief_no_show,stood in for Sibiya
S105104,client_request,"client says stay till 6am, dont know if office approved"
S106517,relief_no_show,"covering Ngcobo post, no show no call"
S103677,client_request,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S108890,relief_no_show,"coverng Mokoena post, no show no call"
S104902,routine_or_unclear,"took Zulu shift as well, 2 posts 1 guard"
S106815,relief_no_show,"uKhumalo akezanga namhlanje, ngimele yena"
S106110,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S103096,relief_no_show,"still on site, relief was suppose to come 0h600"
S103034,client_request,Client asked for extra patrol after the break-in Tuesday
S100272,client_request,"extra patrol per client email, approved by office"
S109168,routine_or_unclear,"took radebe shift as well, 2 posts 1 guard"
S106426,relief_no_show,"sibiya didnt come in, covered the post"
S106302,handover_delay,"oorhandiging was laat, gewag vir sleutels.."
S101930,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S104426,relief_no_show,"Jacobs ddnt come in, covered the post"
S100225,routine_or_unclear,n/a
S102621,routine_or_unclear,all good
S105134,routine_or_unclear,fine
S106959,handover_delay,shift handover delayed by 30 min
S100776,client_request,"client wanted extra man on the gate for the event, approved"
S107712,relief_no_show,relief no show AGAIN
S101017,routine_or_unclear,akukho lutho
S103042,routine_or_unclear,Covering for Adams - booked off sick
S101783,routine_or_unclear,"Mthembu absent, took her rounds as well"
S101489,routine_or_unclear,"KHUMALO ABSENT, TOOK HER ROUNDS AS WELL"
S101625,client_request,klient het ekstra ure gevra vir stocktake
S106255,routine_or_unclear,nothing to report
S100111,routine_or_unclear,no issues on site
S101389,routine_or_unclear,"requested by centre management for load in, signed off"
S101594,routine_or_unclear,Covering for Motaung - booked off sick
S108714,routine_or_unclear,.
S101860,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S104813,client_request,"client wanted extra man on the gate for the event, approved"
S102738,relief_no_show,"no replacement sen, ngicela sort this out"
S102457,routine_or_unclear,"GEDEK VIR TSHABALALA, SIEK GEMELD"
S109258,routine_or_unclear,n/a
S104065,client_request,klient het ekstra ure gevra vir stocktake
S106134,client_request,klient het ekstra ure gevra vir stokctake
S104737,routine_or_unclear,ntr
S108111,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S107379,relief_no_show,"uTshabalala akezanga namhlanje, ngimele yena"
S105790,client_request,extra hours approved by client for the event setup
S101975,routine_or_unclear,centre mgr requested additional cover for socktake
S103015,routine_or_unclear,"requested by centre management for load in, signed off"
S108376,relief_no_show,"relief only arrived six, stayed until then"
S107834,routine_or_unclear,sharp
S105111,routine_or_unclear,no incidents
S102752,routine_or_unclear,"requested by centre management for load in, signed off"
S104303,relief_no_show,"umavuso akezanga namhlaje, ngimele yena"
S101503,routine_or_unclear,"double duty today, Mabaso on family responsibility leave"
S107725,routine_or_unclear,
S106111,relief_no_show,COVERED FOR MOLEFE AGAIN - 3RD TIME THIS MONTH
S103023,routine_or_unclear,niks om te rapporteer nie
S100589,relief_no_show,stood in for Mavuso
S100308,relief_no_show,"UBOTHA AKEZANGA NAMHLANJE, NGIMELE YENA.."
S104634,relief_no_show,covered for ngcobo again - 3rd time this month
S106676,client_request,Centre mgr requested additional cover for stocktake
S101329,handover_delay,"late handover, waiting on ppaerwork.."
S103782,routine_or_unclear,.
S100173,relief_no_show,relief no show AGAIN
S103024,relief_no_show,stood in for Fourie
S104314,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S101799,routine_or_unclear,"took Wyk shfit as well, 2 posts 1 guard"
S106226,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S101914,client_request,"client wanted extra man on the gate for the event, approved"
S103983,routine_or_unclear,ok
S100260,routine_or_unclear,"requested by centre management for laod in, siigned off"
S106095,relief_no_show,relief no show AGAIN..
S104101,relief_no_show,double shift because relief nevre pitched !
S102185,routine_or_unclear,"gate motor faied, manned it by hand till 06:00"
S101029,routine_or_unclear,all quiet
S106177,routine_or_unclear,niks om te rapporteer nie
S101540,relief_no_show,"relief never arriived, stayed on till 6am.."
S103555,routine_or_unclear,Covering for Mabaso - booked off sick
S100187,handover_delay,"late handover, waiting on paperwork.."
S100994,handover_delay,shift handover delayed by 30 min
S108396,routine_or_unclear,akukho lutho
S108964,routine_or_unclear,"macine down again, took twice as long.."
S105197,client_request,Client asked for extra patrol after the break-in Tuesday
S108086,equipment_failure,"generator fault, stayed to monitor.."
S104812,routine_or_unclear,"gedek vir Wyk, siek gemeld"
S103937,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108875,routine_or_unclear,all quiet
S109345,handover_delay,"waited 25 min for handover, OB book not signed"
S103752,relief_no_show,stood in for Ndlovu
S105864,routine_or_unclear,all good
S103788,routine_or_unclear,"additional cover requested by site manager, signed off"
S108707,client_request,extra hours approved by client for the event setup..
S105904,handover_delay,"waited 45 min for handover, OB book not signed"
S108183,routine_or_unclear,"double duty today, Radebe on family responsibility leave"
S106897,client_request,client asked for extra patrol after the break-in tuesday
S101626,relief_no_show,"control room says relief coming, nobody came.."
S108720,routine_or_unclear,"took botha shift as welll, 2 posts 1 guard"
S100151,relief_no_show,"no replacement sent, ngicla sort this out"
S108351,client_request,Client asked for extra patrol after the break-n Tuesday
S101876,routine_or_unclear,"gedek vir Sibiya, siek gemeld"
S107598,routine_or_unclear,"double dtuy today, Mabaso on family responsibility leave"
S101611,routine_or_unclear,"additional cover requested by site manager, signed off"
S100686,routine_or_unclear,"double dtuy today, sibiya on family responsibility leave.."
S105135,routine_or_unclear,ntr
S105437,handover_delay,"late handoverr, waiting on paperwork.."
S107612,handover_delay,shift handover delayed by 30 min
S105334,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S107907,relief_no_show,"relief only arrived 0600, stayed until then"
S100176,relief_no_show,relief no show AGAIN
S105236,routine_or_unclear,quiet shift
S102422,routine_or_unclear,fine
S106865,handover_delay,"waited 40 min for handover, OB book not signed"
S109275,relief_no_show,"next shift akafikanga, ngihlale kuze kbue 0600"
S101634,client_request,"client wanted extra man on the gate for the event, approved"
S103504,routine_or_unclear,-
S108589,routine_or_unclear,"gate motor failed, manned it by hand till 6am"
S107748,routine_or_unclear,Covering for Raddebe - booked off sick
S100722,relief_no_show,"no replacement sent, ngiceela sort thiis out"
S106105,client_request,"client wanted extra man on the gate for the event, approved"
S108840,client_request,Client asked for extra patrol after the break-in Tuesday
S104494,routine_or_unclear,all good
S104059,handover_delay,"handover late agn, keys missing"
S107987,relief_no_show,"control room says relief coming, nobody came"
S105786,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101880,equipment_failure,"generator fault, stayed to monitor"
S103591,client_request,"client says stay till 06h000, dont know if office approved"
S107064,equipment_failure,"generator fault, stayed to monitor"
S100258,routine_or_unclear,"took Zulu shift as well, 2 posts 1 guard"
S101493,client_request,"extra patrol per client email, approved by ofice.."
S108173,relief_no_show,"jacobs didnt come in, covered the psot"
S107362,routine_or_unclear,"gate motor failed, manned it by hand till 6am"
S106155,relief_no_show,"relief only arrived 06h00, stayed until then.."
S105417,relief_no_show,"covering Baloyi post, no show no call"
S107630,routine_or_unclear,ok
S101106,routine_or_unclear,"gedek vir sibiya, siek gemeld"
S104193,routine_or_unclear,quiet shift
S100708,relief_no_show,relief no show AGAN
S100746,routine_or_unclear,covering for mthembu - booked off sick
S104863,handover_delay,"handover late again, keys missing"
S104353,routine_or_unclear,quiet shift
S108312,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S107015,handover_delay,shift handover delayed by 25 min
S105321,equipment_failure,"generator fault, stayed to monitor"
S101345,handover_delay,"oorhandiging was laat, gewag vir sleutels.."
S105442,routine_or_unclear,niks om te rapporteer nie
S109354,handover_delay,"late handover, waiting on paperwork"
S106794,routine_or_unclear,as per normal
S108276,routine_or_unclear,"machine down agn, toook twice as long"
S105716,relief_no_show,no relief. stayed. someone must pls sort the roster
S107347,relief_no_show,"covering Mabaso pst, no show no call"
S109303,routine_or_unclear,"took Molefe shift as well, 2 posts 1 guard"
S106462,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S107420,handover_delay,"waited 30 min for handover, OB book not signed.."
S108102,routine_or_unclear,"requested by centre management for load in, signed off"
S104907,routine_or_unclear,"machine down ang, took twice as long.."
S104285,client_request,Client requested deep clean bfore the audit - approved
S106215,handover_delay,"late handover, waiting on paperwork"
S106269,relief_no_show,"Radebe didnt come in, covered the pst"
S106418,client_request,client requested deep clean before the audit - approved
S104318,relief_no_show,double shift bc relief never pitched..
S103038,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101593,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00"
S108484,routine_or_unclear,fine
S102184,client_request,"client wanted extra man on the gate for the event, approved"
S103827,handover_delay,"handover late again, keys missing"
S102641,routine_or_unclear,ok
S106425,client_request,Client asked for extra patrol after the break-in Tuesday
S106887,relief_no_show,relief no show AGAIN
S106310,relief_no_show,stood in for botha
S103769,routine_or_unclear,Covering for Molefe - booked off sick !
S109125,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S105330,routine_or_unclear,all quiet
S105128,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S103548,routine_or_unclear,"requested by centre management for load in, signed off"
S107828,routine_or_unclear,"scrubbr broke dwon, had to do the floor manually"
S107360,relief_no_show,NDLOVU OFF SICK. AGN. COVERED.
S100250,relief_no_show,"relief onnly arrived sixx, styed until then"
S105607,routine_or_unclear,"gate motor failed, manned it by hand till 0600.."
S104909,client_request,Client asked for extra patrol after the break-in Tuesday
S105715,routine_or_unclear,"jacobs absent, took her rounds as well"
S108256,client_request,"extra patrol per client email, approved by office"
S107025,routine_or_unclear,as per normal
S107860,client_request,Client requested deep clean before the audit - approved
S108314,routine_or_unclear,no issues on site
S101579,handover_delay,"handover late agin, kys missing"
S102325,routine_or_unclear,no issues on site
S100961,routine_or_unclear,akukho lutho
S103659,routine_or_unclear,"requested by centre management for load in, signed off"
S107788,equipment_failure,"generator fault, stayed to monitor"
S106525,relief_no_show,Naidoo off sick. agn. covered.
S100335,client_request,"stocktake ran over, client asked us to remain, they know they pay for it !"
S107697,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00.."
S101797,routine_or_unclear,"double duty today, Baloi on family responsibility leave"
S101653,client_request,"client wanted extra man on the gate for the event, approved"
S104126,routine_or_unclear,"took ngcobo shift as well, 2 posts 1 guard !"
S104313,relief_no_show,client signde for the extra hours but real reaon is relief no show agn
S105082,client_request,Centre mgr requested additional cover for stocktake
S107328,relief_no_show,Ngcobo off sick. agn. covered.
S100559,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S107027,routine_or_unclear,"worked through, Botha at the clinic"
S100512,routine_or_unclear,extra houurs approvved by client for the event setup
S108843,relief_no_show,"relief only arrived 0600, stayed until then"
S102407,handover_delay,"waited 25 min for handover, OB book not signed"
S103766,routine_or_unclear,"Baloyi absent, toook her rounds as well !"
S100247,routine_or_unclear,"gate motor failed, manned it by hand till 6.."
S107594,routine_or_unclear,"gedek vir Mthembu, siek gemeld"
S107463,equipment_failure,"masjien is stukkend, alles met die hnd gedoen.."
S105085,relief_no_show,"covering Motaung pst, no show no call"
S108449,relief_no_show,"STILL ON SITE, RELIEF WAS SUPPOSE TO COME 6AM"
S100638,relief_no_show,"covering Molefe post, no show no call"
S108375,client_request,Client requested deep clean before the audit - approved
S103818,relief_no_show,stood in for Hendricks
S103385,relief_no_show,adams off sick. agn. covered.
S109204,handover_delay,shift handover delayed by 40 min
S100519,routine_or_unclear,quiet shift
S100263,routine_or_unclear,"machhine down agnn, took twice as long"
S105110,routine_or_unclear,"requested by centre management for load in, signed off"
S102851,relief_no_show,"Fourie didnt come in, covered the post"
S101066,client_request,Client requested deep clean beefore the audit - approved
S109119,relief_no_show,"next shift akafikanga, ngihlale kuze kube 0600.."
S102485,relief_no_show,"covering Mahlnagu post, no show no call.."
S106307,handover_delay,"oorhandiging was laat, gewag vir sleutles"
S104640,handover_delay,"late handover, waitng on paperwork"
S108060,relief_no_show,Next shift guard did not pitch. Had to cover.
S101897,equipment_failure,"generator fault, stayed to monitor"
S103510,routine_or_unclear,akukho lutho
S100721,handover_delay,"oorhandiging was laat, gewag vir slutels"
S109244,relief_no_show,"covering dlamini post, no show no call"
S106524,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S104048,relief_no_show,"Botha didnt come in, covered the post.."
S106279,client_request,Client asked for extra patrol after the break-in Tuesday
S100658,routine_or_unclear,quiet shift
S109007,routine_or_unclear,-
S106677,client_request,"client wanted extra man on the gate for the eent, approved"
S100303,routine_or_unclear,sharp
S104262,client_request,klient het ekstra ure gevra vir stocktakke
S104829,routine_or_unclear,.
S103758,client_request,extra hours approved by client for the event setup
S108053,relief_no_show,"uMotaung akezanga namhlanje, ngimele yena"
S100287,routine_or_unclear,.
S105435,handover_delay,"waited 25 min for handover, ob book not signed"
S108377,client_request,extra hours approved by client for the event setup
S100543,routine_or_unclear,"gate motor failed, manned it by hand till 0600.."
S106048,client_request,"stocktake ran over, client asked us to remain, they know thy pay for it"
S106627,client_request,extra hrs approved by client for the evetn setup !
S104317,routine_or_unclear,"machine down again, took twice as long"
S100585,client_request,extra hrs approved by client for the event setup
S103322,routine_or_unclear,"clent asked us to stay for the delivery, ok'd by centre mgmt"
S107281,client_request,Client asked for extra patrol after the break-in Tuesday..
S101613,routine_or_unclear,no issues on site
S105263,handover_delay,"oorhandiging was laat, gewag vir sleutels.."
S104844,routine_or_unclear,"double duty today, Baloyi on family responsibility leave"
S109257,relief_no_show,"UDLAMINI AKEZANGA NAMHLANJE, NGIMELE YENA.."
S101852,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S107993,relief_no_show,no relief. stayed. soemone must please sort the roster
S101673,routine_or_unclear,quiet shift
S100900,relief_no_show,no relief. stayed. someone must pls sort the roster
S104782,routine_or_unclear,"took Sibiya shift as well, 2 posts 1 guard !"
S100369,relief_no_show,"control room says relief coming, nobody came"
S107249,client_request,client requested deep clean before the audit - approved
S100812,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S105004,relief_no_show,"Maluleke didnt come in, covered the pot.."
S108127,routine_or_unclear,.
S104866,handover_delay,"late handover, waiting on paperwork"
S104565,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S103823,relief_no_show,STOOD IN FOR BALOYI
S100337,client_request,Centre mgr requested additional cover for stocktake
S102380,client_request,Client requested deep clean before the audit - approved
S108008,client_request,Client requested deep claen before the audit - approved
S108054,relief_no_show,CLIENT SIGNED FOR THE EXTRA HRS BUT REAL REASON IS RELIEF NO SHOW AGAIN
S105116,routine_or_unclear,
S107505,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S104470,routine_or_unclear,sharp
S103327,client_request,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S106369,handover_delay,"handover late agn, keys missing"
S104425,relief_no_show,Next shift guard did not pitch. Had to cover.
S106790,routine_or_unclear,as per normal
S101341,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S105660,relief_no_show,"covering Adams post, no show no call"
S103413,routine_or_unclear,-
S108598,relief_no_show,double shift becaue relief never pitched
S101586,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S103803,routine_or_unclear,"Motaung absent, took her rounds as well"
S108867,relief_no_show,"still on site, relief was suppose to come 06:00"
S107569,relief_no_show,Baloyi off sick. again. covered.
S107801,routine_or_unclear,akukho lutho
S109139,relief_no_show,Baloyi off sick. agn. covered.
S100883,relief_no_show,Next shift guard did not pitch. Had to cover.
S105070,routine_or_unclear,"machine down agn, took twice as long.."
S106909,relief_no_show,"relief never arrived, stayed on till 0600"
S104559,client_request,"extra patrol per client email, apprved by office"
S108156,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S106567,relief_no_show,"uZuulu akezanga namhlanje, ngimele yena"
S108365,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S106218,relief_no_show,"covering Naido post, no show no call"
S101683,routine_or_unclear,covering for khumalo - booked off sick
S104118,routine_or_unclear,ntr
S105077,relief_no_show,Covered for Mokoena agaiin - 3rd time this month
S104723,routine_or_unclear,ok
S104246,routine_or_unclear,covering for dlamini - booked off sick
S102918,relief_no_show,"control room says relief coming, nobody came"
S103872,routine_or_unclear,.
S108608,routine_or_unclear,"worked through, botha at the clinic"
S104021,relief_no_show,"umahlangu akezanga namhlanje, ngimele yena"
S100496,routine_or_unclear,n/a
S108206,relief_no_show,September off sick. again. covered.
S104343,routine_or_unclear,"worked through, Dlamini at the clinic"
S105740,routine_or_unclear,nothing to report
S108052,routine_or_unclear,.
S101602,client_request,"extra patrol per client email, approved by office"
S100080,routine_or_unclear,sharp
S102635,routine_or_unclear,"covering Hendricks post, no sow no call.."
S100562,relief_no_show,stood in for Sibiya
S104070,routine_or_unclear,
S108355,routine_or_unclear,"gate motor failled, manned it by hand till 06:00"
S100623,routine_or_unclear,no issues on site
S106964,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6"
S101119,routine_or_unclear,"requested by centre management for load in, signed off"
S103645,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106135,relief_no_show,client signed for the extra hrs but real reason is relief no show agn
S108455,client_request,client asked for extra patrol after the break-in tuesday
S102759,routine_or_unclear,ok
S105779,routine_or_unclear,n/a
S105906,routine_or_unclear,"double duty today, Adams on family responsibility leave"
S107067,routine_or_unclear,"ADDITIONAL COVER REQUESTED BY SIITE MANAGER, SIGNED OFF !"
S103580,routine_or_unclear,"requested by centre management for load in, signed off"
S100556,client_request,Client requested deep clean before the audit - approved
S107252,relief_no_show,"covering mabaso post, no show no call !"
S101765,routine_or_unclear,all good
S101796,client_request,extra hours approved by client for the event setup
S102693,relief_no_show,Sithoel off sick. again. covered.
S101519,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S107164,client_request,"stocktake ran over, client ased us to remain, they know they pay for it"
S108036,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S109315,routine_or_unclear,"machine down agn, took twice as long"
S103762,relief_no_show,"Ngcobo didnt come in, covered the post"
S100709,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S105296,client_request,"client says stay till six, dont knwo if office approved"
S101569,equipment_failure,"generator fault, stayed to monitor.."
S105347,routine_or_unclear,ntr
S103252,client_request,client asked for extra patrol after the breaki-n tuesday !
S101449,routine_or_unclear,-
S100550,routine_or_unclear,"tok Ndlovu shift as well, 2 posts 1 guard"
S108961,routine_or_unclear,ntr
S106637,relief_no_show,"covering motaung post, no show no call"
S104009,routine_or_unclear,"took Manuel shift as well, 2 posts 1 guard.."
S103027,routine_or_unclear,"gedek vir Mthembu, siek gemeld"
S106515,routine_or_unclear,"aflos het nie opgedaag nie, mes aanbly"
S106388,relief_no_show,no relief. stayed. someone must please sort the roster
S100356,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S107006,routine_or_unclear,"clieent asked us to stay for the delivery, ok'd by centre mgmt"
S100645,relief_no_show,double shift bc releif never pitched
S102980,relief_no_show,Sithole off sick. agn. covered.
S102720,routine_or_unclear,ntr
S104617,client_request,"client wanted extra man on the gate for the event, approved"
S101508,routine_or_unclear,"BFUFER MACHINE KAPUT, DID THE FLOOR BY HAND"
S106544,routine_or_unclear,"double duty today, Molefe on family responsibillity leave"
S108184,routine_or_unclear,"gedek vir Tshabalala, siek gemeld"
S101615,relief_no_show,"control room says relief coming, nobody came"
S107722,routine_or_unclear,as per normal
S104547,handover_delay,"waited 25 min for handover, OB book not signed"
S103554,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S100703,routine_or_unclear,"additional cover requested by site mgr, signed off"
S109320,client_request,centre managger requested additoinal coevr for stocktake
S102163,relief_no_show,"Hendricks didnt come in, covered the psot"
S102922,routine_or_unclear,"requested by centre management for load in, siged off"
S101063,handover_delay,"handover late agn, keys missing"
